GSTIN of Jobworker,PARTY NAME ,State,Our Main Challan No.,Our Main Challan Date,Description of Goods Sent,UOM, Quantity Sent , Taxable Value , Tax Rate , Total ,,
29AAACB7461R1ZZ,BIOCON LIMITED DTA (R&D),Bengaluru,584,24.08.2023,Cable Cutting Tool,EA, 1.00 ," 1,000.00 ", 180.00 ," 1,180.00 ",,
29AAACB7461R1ZZ,BIOCON LIMITED DTA (R&D),Bengaluru,584,24.08.2023,Name Plate ,EA, 1.00 , 100.00 , 18.00 , 118.00 ,,
29AAACB7461R1ZZ,BIOCON LIMITED DTA (R&D),Bengaluru,584,24.08.2023,Capsule filter,EA, 1.00 ," 8,100.00 "," 1,458.00 "," 9,558.00 ",,
29AAFCI6926H1Z8,ITC INDIVISION LTD.,Andra Pradesh,585,24.08.2023,---,EA, 2.00 ,,,,,
29AAFCI6926H1Z8,,,,,,EA, 2.00 ,,,,,
,,,,,,EA, 2.00 ,,,,,
,,,,,,EA, 9.00 ,,,,,
,,,,,,EA, 3.00 ,,,,,
,,,,,,EA, 15.00 ,,,,,
,,,,,,EA, 8.00 ,,,,,
,,,,,,EA, 1.00 ,,,,,
,,,,,,EA, 2.00 ,,,,,
,,,,,,EA, 2.00 ,,,,,
,,,,,,EA, 1.00 ,,,,,
,,,,,,EA, 5.00 ,,,,,
,,,,,,EA, 2.00 ,,,,,
,,,,,,EA, 2.00 ,,,,,
,,,,,,EA, 7.00 ,,,,,
,,,,,,EA, 9.00 ,,,,,
,,,,,,EA, 5.00 ,,,,,
,,,,,,EA, 5.00 ,,,,,
,,,,,,EA,,,,,,
24AAAFD4147R1ZA,BECTOCHEM ORGANICS LIMITED,GUJARAT,592,25.08.2023,Chequered Plate 304,EA,,,,,,
,BECTOCHEM ORGANICS LIMITED,GUJARAT,592,25.08.2023,510X990X10SWG,EA, 12.00 ," 3,132.00 ", 564.00 ," 3,696.00 ",,
,BECTOCHEM ORGANICS LIMITED,GUJARAT,592,25.08.2023,1040X1100X10SWG,EA, 27.00 ," 7,151.00 "," 1,287.00 "," 8,439.00 ",,
,BECTOCHEM ORGANICS LIMITED,GUJARAT,592,25.08.2023,620X1220X10SWG,EA, 18.00 ," 4,698.00 ", 846.00 ," 5,544.00 ",,
,BECTOCHEM ORGANICS LIMITED,GUJARAT,592,25.08.2023,1160X1290X10SWG,EA, 56.00 ," 14,668.00 "," 2,640.00 "," 17,308.00 ",,
,BECTOCHEM ORGANICS LIMITED,GUJARAT,592,25.08.2023,1040X1230X10SWG,EA, 31.00 , 261.00 ," 8,013.00 "," 1,442.00 ",,
,BECTOCHEM ORGANICS LIMITED,GUJARAT,592,25.08.2023,620X1290X10SWG,EA, 38.00 ," 9,918.00 "," 1,785.00 "," 11,703.00 ",,
,BECTOCHEM ORGANICS LIMITED,GUJARAT,592,25.08.2023,610X2500X10SWG,EA, 47.00 , 261.00 ," 12,267.00 "," 2,208.00 ",,
,BECTOCHEM ORGANICS LIMITED,GUJARAT,592,25.08.2023,1050X1290X10SWG,EA, 46.00 ," 11,876.00 "," 2,138.00 "," 14,013.00 ",,
,INTAS PHARMACEUTICALS LTD,GUJARAT,594,25.08.2023,Filler Wire SS316L,KGS, 5.00 ," 12,500.00 "," 2,250.00 "," 14,750.00 ",,
,INTAS PHARMACEUTICALS LTD,GUJARAT,594,25.08.2023,Cutting Wheel,EA, 30.00 , 450.00 , 81.00 , 531.00 ,,
,INTAS PHARMACEUTICALS LTD,GUJARAT,594,25.08.2023,Flap Wheel 5”,EA, 15.00 ," 3,750.00 ", 675.00 ," 4,425.00 ",,
,INTAS PHARMACEUTICALS LTD,GUJARAT,594,25.08.2023,1”OD pipe SS316LX500,EA, 1.00 ," 1,500.00 ", 270.00 ," 1,770.00 ",,
,INTAS PHARMACEUTICALS LTD,GUJARAT,594,25.08.2023,1” ferrul ,EA, 5.00 ," 1,750.00 ", 315.00 ," 2,065.00 ",,
,INTAS PHARMACEUTICALS LTD,GUJARAT,594,25.08.2023,Circle.463ID X 510OD X 4THK SS304,EA, 4.00 ," 2,600.00 ", 468.00 ," 3,068.00 ",,
,Fidelity Agro Pvt Ltd.,Madhya Pradesh,595,25.08.2023,"Valve Flush BottomTCFL 1 1/2""PNS6L",EA, 2.00 ," 50,000.00 "," 9,000.00 "," 59,000.00 ",,
,Fidelity Agro Pvt Ltd.,Madhya Pradesh,595,25.08.2023,"Valve Ball TC Ends 1 1/2"" Act-Pne SS S6L",EA, 2.00 ," 30,000.00 "," 5,400.00 "," 35,400.00 ",,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
,,,,,,EA,,,,,,
